Job Title,Company,Skills,Location,Salary,Experience,Posted,Link
Global Learning Specialist,Early Steps Academy,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written)",Work from home,"₹ 2,00,000 - 5,00,000",0 year(s),Today,https://internshala.com/job/detail/fresher-remote-part-time-global-learning-specialist-job-at-early-steps-academy1766401962
Software Developer,STERP Software Private Limited,"ASP.NET, CSS, JavaScript, SQL",Vadodara,"₹ 2,00,000 - 5,00,000",0 year(s),Today,https://internshala.com/job/detail/fresher-software-developer-job-in-vadodara-at-sterp-software-private-limited1766398784
Graphic Designer,GoKapture,"Adobe Illustrator, Adobe Photoshop, CorelDRAW, UI & UX Design, Video Editing",Work from home,"₹ 2,00,000 - 5,00,000",1 year(s),2 days ago,https://internshala.com/job/detail/remote-graphic-designer-job-at-gokapture1766253492
Technical Writer,QA Solvers,"Mechanical & Electrical Product Design, Technical Writing",Work from home,"₹ 2,00,000 - 5,00,000",0 year(s),3 days ago,https://internshala.com/job/detail/fresher-remote-technical-writer-job-at-qa-solvers1766146295
Graphic Designer,PACKAGING GARAGE,CorelDRAW,Work from home,"₹ 2,00,000 - 5,00,000",0 year(s),4 days ago,https://internshala.com/job/detail/fresher-remote-part-time-graphic-designer-job-at-packaging-garage1766048439
Software Developer,PropJini,"CSS, HTML, JavaScript, Laravel, MySQL, PHP",Vasai,"₹ 2,00,000 - 5,00,000",1 year(s),7 days ago,https://internshala.com/job/detail/software-developer-job-in-vasai-at-propjini1765783521
Digital Marketing Manager,Water Town Swim School,"Administrative Support, American English, Business Research, Content Marketing, Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Marketing, MS-Excel, Office Management",Work from home,"₹ 2,00,000 - 5,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-digital-marketing-manager-job-at-water-town-swim-school1765539803
Marketing Executive,Water Town Swim School,"Adobe Illustrator, Adobe Photoshop, Canva, Digital Advertising, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Ads, Facebook Marketing, Instagram Marketing, Marketing, Sales, Social Media Marketing",Work from home,"₹ 2,00,000 - 5,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-marketing-executive-job-at-water-town-swim-school1765536581
IT Sales And Marketing Executive,Cehpoint,"B2B Sales, Customer Acquisition, Lead Generation, Sales",Work from home,"₹ 2,00,000 - 5,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-it-sales-and-marketing-executive-job-at-cehpoint1765273690
Junior Telecaller,Brandhigh.co,"English Proficiency (Spoken), English Proficiency (Written)",Work from home,"₹ 2,00,000 - 5,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-junior-telecaller-job-at-brandhighco1764046942
Business Development Executive,Brandhigh.co,"English Proficiency (Spoken), English Proficiency (Written)",Work from home,"₹ 2,00,000 - 5,00,000",1 year(s),N/A,https://internshala.com/job/detail/remote-business-development-executive-job-at-brandhighco1764046642
Junior Social Media Marketing Manager,Scientific Trader,"Facebook Marketing, Instagram Marketing, Social Media Marketing",Work from home,"₹ 2,00,000 - 5,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-junior-social-media-marketing-manager-job-at-scientific-trader1763993764
Automation & Systems Executive,Sunrise Immigration Consultants Pvt Ld,"APIs, Automation, JSON, Logical reasoning, Marketing Automation, Python",Chandigarh,"₹ 2,00,000 - 4,80,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-automation-systems-executive-job-in-chandigarh-at-sunrise-immigration-consultants-pvt-ld1765534554
Senior Marketing Manager,MATRIX PETRO CHEMICALS,"Effective Communication, Marketing",Mumbai,"₹ 2,00,000 - 4,80,000",1 year(s),Today,https://internshala.com/job/detail/senior-marketing-manager-job-in-mumbai-at-matrix-petro-chemicals1766397795
Interior Designer,Prernam Concepts And Innovations LLP,"Adobe Photoshop, AutoCAD, MS-Office",Delhi,"₹ 2,00,000 - 4,80,000",1 year(s),6 days ago,https://internshala.com/job/detail/interior-designer-job-in-delhi-at-prernam-concepts-and-innovations-llp1765856750
Accounts Executice,A N K & Co.,"GST, Income Tax, MS-Excel, Tally",Pilkhuwa,"₹ 2,00,000 - 4,80,000",1 year(s),N/A,https://internshala.com/job/detail/accounts-executice-job-in-pilkhuwa-at-a-n-k-co1764759381
Telecaller,Credomia Financial,Sales,Delhi,"₹ 2,00,000 - 4,80,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-telecaller-job-in-delhi-at-credomia-financial1764589782
Content Creator,VcareAll Solution Private Limited,Video Editing,Work from home,"₹ 2,00,000 - 4,80,000",1 year(s),N/A,https://internshala.com/job/detail/remote-content-creator-job-at-vcareall-solution-private-limited1765316457
Marketing/Management Executive,Echo Booom,"Marketing, Sales",Pune,"₹ 2,00,000 - 4,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-marketing-management-executive-job-in-pune-at-echo-booom1764917658
Business Development Executive,Echo Booom,"Communication, Marketing, Sales",Mumbai,"₹ 2,00,000 - 4,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-business-development-executive-job-in-mumbai-at-echo-booom1764406247
Electrical Engineer,Pro Asian Infra LLP,Field Work,"Hubli,Hosapete,Bellary[R](Hybrid)","₹ 2,00,000 - 4,50,000",1 year(s),6 days ago,https://internshala.com/job/detail/electrical-engineer-job-in-multiple-locations-at-pro-asian-infra-llp1765871035
Marketing/Management Executive,Echo Booom,"Communication, Marketing",Mumbai,"₹ 2,00,000 - 4,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-marketing-management-executive-job-in-mumbai-at-echo-booom1764407514
Fashion Sales Consultants - Female,Growify Digital,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Sales",Delhi(Hybrid),"₹ 2,00,000 - 4,50,000",1 year(s),N/A,https://internshala.com/job/detail/fashion-sales-consultants-female-job-in-delhi-at-growify-digital1765454559
Sales Associate,DDIN ENTERPRISES,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing","Gurgaon,Sector 20B","₹ 2,00,000 - 4,50,000",1 year(s),7 days ago,https://internshala.com/job/detail/sales-associate-job-in-gurgaon-at-ddin-enterprises1765796175
Human Resources (HR) Associate,Hire Glocal,"English Proficiency (Spoken), MS-Excel",Mumbai,"₹ 2,00,000 - 4,50,000",0 year(s),Today,https://internshala.com/job/detail/fresher-human-resources-hr-associate-job-in-mumbai-at-hire-glocal1766402045
Administration Manager,Madhura Properties,Management,Tiruchirappalli(Hybrid),"₹ 2,00,000 - 4,50,000",1 year(s),4 days ago,https://internshala.com/job/detail/administration-manager-job-in-tiruchirappalli-at-madhura-properties1766047045
Associate Graphic Designer,Par Solution,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, CorelDRAW",Surat,"₹ 2,00,000 - 4,50,000",0 year(s),6 days ago,https://internshala.com/job/detail/fresher-associate-graphic-designer-job-in-surat-at-par-solution1765860595
Linkedin Outreach Specialist,Holistic Group,Communication Skills,Vashi Navi Mumbai,"₹ 2,00,000 - 4,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-linkedin-outreach-specialist-job-in-vashi-navi-mumbai-at-holistic-group1765370167
Graphic Designer,Pentar Studio,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, CorelDRAW, UI & UX Design, Video Editing",Bangalore,"₹ 2,00,000 - 4,50,000",1 year(s),N/A,https://internshala.com/job/detail/graphic-designer-job-in-bangalore-at-pentar-studio1764758150
Inside Sales Executive,Topline Business Development Services,"Communication Skills, Sales",Surat,"₹ 2,00,000 - 4,50,000",1 year(s),N/A,https://internshala.com/job/detail/inside-sales-executive-job-in-surat-at-topline-business-development-services1764584842
Telecaller,L S Solutions Pvt Ltd,"English Proficiency (Spoken), Hindi Proficiency (Spoken)",Delhi,"₹ 2,00,000 - 4,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-part-time-telecaller-job-in-delhi-at-l-s-solutions-pvt-ltd1764076577
Associate Civil Engineer,Stellar Homes,Quality Assurance/Quality Control (QA/QC),Bangalore,"₹ 2,00,000 - 4,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-associate-civil-engineer-job-in-bangalore-at-stellar-homes1765288600
Senior Nutritionist & Health Coach,Sameer Chavan,"Client Interaction, Client Relationship Management (CRM), Counseling, Customer Acquisition, Database Management System (DBMS), Dietetics/Nutrition, English Proficiency (Spoken)",Work from home,"₹ 2,00,000 - 4,50,000",1 year(s),N/A,https://internshala.com/job/detail/remote-part-time-senior-nutritionist-health-coach-job-at-sameer-chavan1764759627
Senior Nutritionist,Sameer Chavan,"Client Interaction, Client Relationship Management (CRM), Counseling, Dietetics/Nutrition",Work from home,"₹ 2,00,000 - 4,50,000",1 year(s),N/A,https://internshala.com/job/detail/remote-part-time-senior-nutritionist-job-at-sameer-chavan1764662293
Investor Relations Associate,Lakhani Financial Services,"Collaboration, Communication Skills, Community Organziation, Investment Banking, Networking",Work from home,"₹ 2,00,000 - 4,50,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-remote-investor-relations-associate-job-at-lakhani-financial-services1764661538
Business Development Executive,Saudewala Electro Private Limited,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Sales, Social Media Marketing",Ghaziabad,"₹ 2,00,000 - 4,40,000",1 year(s),N/A,https://internshala.com/job/detail/business-development-executive-job-in-ghaziabad-at-saudewala-electro-private-limited1765285553
Human Resources (HR) Executive,Mint Global,"Effective Communication, Human Resources, Interpersonal skills","Chandigarh,Mohali,Zirakpur,Panchkula","₹ 2,00,000 - 4,20,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-human-resources-hr-executive-job-in-multiple-locations-at-mint-global1765541478
Project Coordinator,7 Virtual Assistant Services,"Coordination, English Proficiency (Spoken), English Proficiency (Written), Project Management",Chennai,"₹ 2,00,000 - 4,20,000",1 year(s),3 days ago,https://internshala.com/job/detail/project-coordinator-job-in-chennai-at-7-virtual-assistant-services1766120797
Senior Social Media Marketing Associate,RISO Intelligence LLP,"Canva, Content Editing, Graphic Design, Instagram Marketing, LinkedIn Marketing, Odia Proficiency(Spoken), Odia Proficiency(Written), Social Media Marketing, Video Editing",Bhubaneswar,"₹ 2,00,000 - 4,20,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-senior-social-media-marketing-associate-job-in-bhubaneswar-at-riso-intelligence-llp1764827928
Junior Architect,Sachin Patil Design Studio,"Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, Google SketchUp, Lumion, MS-Office",Navi Mumbai,"₹ 2,00,000 - 4,20,000",0 year(s),6 days ago,https://internshala.com/job/detail/fresher-junior-architect-job-in-navi-mumbai-at-sachin-patil-design-studio1765877891
Junior Architect,HYPERLOOP CONSULTANCY GROUP,"3D Modeling, Adobe Illustrator, Adobe Photoshop, AutoCAD, Autodesk 3ds Max, Autodesk Revit, Google SketchUp, MS-Office, Rendering","Navi Mumbai,Mumbai","₹ 2,00,000 - 4,20,000",1 year(s),N/A,https://internshala.com/job/detail/junior-architect-job-in-multiple-locations-at-hyperloop-consultancy-group1764672074
Meta Ads Marketing,Fitoja,"Facebook Ads, Instagram Ads, Lead Generation",Delhi,"₹ 2,00,000 - 4,20,000",1 year(s),N/A,https://internshala.com/job/detail/meta-ads-marketing-job-in-delhi-at-fitoja1763930962
Chat Support Executive,The Three Across,Customer Support,Noida,"₹ 2,00,000 - 4,12,000",1 year(s),N/A,https://internshala.com/job/detail/chat-support-executive-job-in-noida-at-the-three-across1764089554
Senior Software Tester,Relai.world,"APIs, Effective Communication, Software Development Life Cycle (SDLC), STLC",Hyderabad,"₹ 2,00,000 - 4,10,000",1 year(s),N/A,https://internshala.com/job/detail/part-time-senior-software-tester-job-in-hyderabad-at-relaiworld1764997692
Campaign Management Associate,Cre8r.ai (Grunmech Technologies Private Limited),"Marketing, Marketing Campaigns",Gurgaon,"₹ 2,00,000 - 4,00,000",1 year(s),Today,https://internshala.com/job/detail/campaign-management-associate-job-in-gurgaon-at-cre8rai-grunmech-technologies-private-limited1766386090
Fashion Consultant - Sales,Growify Digital,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Sales",Delhi,"₹ 2,00,000 - 4,00,000",1 year(s),Today,https://internshala.com/job/detail/fashion-consultant-sales-job-in-delhi-at-growify-digital1766413044
Software Developer,Growify Digital,"Java, JavaScript, Object Oriented Programming (OOP)","Delhi,Gurgaon,Noida","₹ 2,00,000 - 4,00,000",1 year(s),Today,https://internshala.com/job/detail/software-developer-job-in-multiple-locations-at-growify-digital1766408053
iOS App Developer,Axe Consultancy And Security Services LLC,"iOS, Objective C, REST API, Swift, Xcode",Surat,"₹ 2,00,000 - 4,00,000",1 year(s),N/A,https://internshala.com/job/detail/ios-app-developer-job-in-surat-at-axe-consultancy-and-security-services-llc1764780466
Telecaller,Fusion Beauty,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel",Delhi,"₹ 2,00,000 - 4,00,000",0 year(s),Today,https://internshala.com/job/detail/fresher-telecaller-job-in-delhi-at-fusion-beauty1766385504
Performance Marketing Manager,Break The Code,"Digital Marketing, Facebook Ads, Facebook Marketing, Google AdWords, Instagram Ads, Instagram Marketing",Mumbai,"₹ 2,00,000 - 4,00,000",1 year(s),Today,https://internshala.com/job/detail/performance-marketing-manager-job-in-mumbai-at-break-the-code1766387181
BDM (Business Development Manager),SPARKSPRINT SERVICES PRIVATE LIMITED,Sales,Noida,"₹ 2,00,000 - 4,00,000",1 year(s),3 days ago,https://internshala.com/job/detail/bdm-business-development-manager-job-in-noida-at-sparksprint-services-private-limited1766138033
BDE (OIL & GAS SECTOR),SPARKSPRINT SERVICES PRIVATE LIMITED,"B2B Sales, Sales Management, Sales Strategy",Delhi,"₹ 2,00,000 - 4,00,000",1 year(s),5 days ago,https://internshala.com/job/detail/bde-oil-gas-sector-job-in-delhi-at-sparksprint-services-private-limited1765961096
Business Development Executive,Scalar Tech Media,"Business Development, Client Interaction, Client Relationship Management (CRM), Effective Communication, MS-Excel, Presentation skills, Sales, Sales Strategy","Navi Mumbai,Mumbai","₹ 2,00,000 - 4,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-business-development-executive-job-in-multiple-locations-at-scalar-tech-media1764585604
Teacher,IINSPARK,"Acting, Dancing, English Proficiency (Spoken), Teaching","Pune,Pimpri-Chinchwad,Wakad","₹ 2,00,000 - 4,00,000",0 year(s),N/A,https://internshala.com/job/detail/fresher-part-time-teacher-job-in-multiple-locations-at-iinspark1765523619
E-commerce Executive,Ambrosia Botanical,"E-commerce, Process Management, Product Development, Product Marketing, Product Strategy","Delhi,Gurgaon","₹ 2,00,000 - 4,00,000",1 year(s),N/A,https://internshala.com/job/detail/e-commerce-executive-job-in-multiple-locations-at-ambrosia-botanical1764936230
Junior Video Editor,Promptgram.io,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Capcut, Final Cut Pro, Video Editing",Work from home,"₹ 2,00,000 - 4,00,000",1 year(s),3 days ago,https://internshala.com/job/detail/remote-junior-video-editor-job-at-promptgramio1766158626
Digital Marketing Associate,Techdome Solutions Private Limited,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO)","Indore,Hyderabad","₹ 2,00,000 - 4,00,000",1 year(s),N/A,https://internshala.com/job/detail/digital-marketing-associate-job-in-multiple-locations-at-techdome-solutions-private-limited1765451558
